popularity_rank,returned_spotify_id,spotify_name,wikidata_qid,monthly_listeners,followers,wikidata_name,inception_year,genre_qids,genre_labels,genre_families,record_label_qids,record_label_names,member_qids,member_names,enwiki_title,mapping_tier,fua_code,study_city_label,population,mapped_fua,has_genre,has_inception_year,formation_decade
11,6MDME20pz9RveH9rEXvrOM,Clean Bandit,Q11838808,35453400,6321202,Clean Bandit,2008.0,Q188450,electropop,"Pop, soul and R&B",Q17985937|Q202440|Q21077,Atlantic Records|Black Butter Records|Warner Music Group,Q29033349|Q64754197,Grace Chatto|Jack Patterson,Clean Bandit,strict,UK017F,Cambridge,414802.0,True,True,True,2000
12,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,Q11036,30690194,16651560,The Rolling Stones,1962.0,Q11399|Q193355|Q206159|Q45981|Q56351111|Q7749|Q9759,blues|blues rock|classic rock|psychedelic rock|rhythm and blues|rock and roll|rock music,"Other genres|Pop, soul and R&B|Rock and indie",Q155152|Q183387|Q202440|Q203059|Q21077|Q231694|Q2819021|Q557632|Q594126|Q935090,ABKCO Records|Atlantic Records|Columbia Records|Decca|Interscope Records|London Records|Polydor Records|Rolling Stones Records|Virgin Records|Warner Music Group,Q109801641|Q128121|Q189599|Q204943|Q211094|Q216051|Q312559|Q312696|Q319737|Q3497477|Q463695|Q7332067|Q923999,Bill Wyman|Brian Jones|Carlo Little|Charlie Watts|Colin Golding|Darryl Jones|Dick Taylor|Ian Stewart|Keith Richards|Mick Jagger|Mick Taylor|Ricky Fenson|Ronnie Wood,The Rolling Stones,strict,UK001F,London,12666099.0,True,True,True,1960
13,1LZEQNv7sE11VDY3SdxQeN,Bee Gees,Q133405,29286539,10121737,Bee Gees,1958.0,Q11399|Q131272|Q217191|Q37073|Q45981|Q484641|Q58339|Q885561,blue-eyed soul|disco|pop music|pop rock|rhythm and blues|rock music|soft rock|soul,"Other genres|Pop, soul and R&B|Rock and indie",Q1536003|Q155152|Q165745|Q6515797|Q729590|Q7577381|Q778792|Q994175,Brunswick Records|Fontana Records|Leedon|Mercury Records|Philips Records|Polydor Records|RSO Records|Spin,Q188482|Q2035630|Q296872|Q296876,Barry Gibb|Maurice Gibb|Robin Gibb|Vince Melouney,Bee Gees,excluded_non_uk,,,,False,True,True,1950
14,4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,Q16839267,27093208,4804844,Glass Animals,2012.0,Q183504|Q206159|Q325397|Q325504|Q383982|Q95469495,alternative pop|electronic rock|indie rock|indietronica|psychedelic pop|psychedelic rock,"Electronic and dance|Pop, soul and R&B|Rock and indie",Q264137,Caroline Records,Q105007781|Q140937073|Q140937074|Q140937075,Dave Bayley|Drew MacFarlane|Edmund Irwin-Singer|Joe Seaward,Glass Animals,strict,UK560F,Oxford,606748.0,True,True,True,2010
15,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,Q2306,26546155,24145634,Pink Floyd,1964.0,Q1641839|Q193355|Q206159|Q217467|Q236913|Q236932|Q3408028|Q49451,acid rock|art rock|blues rock|experimental rock|progressive rock|proto-prog|psychedelic rock|space rock,Other genres|Rock and indie,Q1112471|Q1324712|Q183387|Q183412|Q193023|Q208909|Q21077|Q2630076|Q56760250,Capitol Records|Columbia Graphophone Co. Ltd.|Columbia Records|EMI|Harvest|Parlophone|Sony Music|Tower Records|Warner Music Group,Q173061|Q178517|Q180861|Q190251|Q192936|Q345373,Bob Klose|David Gilmour|Nick Mason|Richard Wright|Roger Waters|Syd Barrett,Pink Floyd,strict,UK001F,London,12666099.0,True,True,True,1960
16,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,Q50040,26242776,9643393,Dire Straits,1977.0,Q11399|Q1431327|Q193355|Q49451|Q613408,blues rock|country rock|progressive rock|pub rock|rock music,Rock and indie,Q843402,Warner Bros. Records,Q185343|Q2719182|Q449476|Q708384|Q708396|Q717198|Q727494,David Knopfler|Guy Fletcher|Jack Sonni|John Illsley|Mark Knopfler|Pick Withers|Terry Williams,Dire Straits,strict,UK001F,London,12666099.0,True,True,True,1970
17,1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,Q217360,25836943,7587105,Florence + the Machine,2007.0,Q183504|Q217467,art rock|indie rock,Rock and indie,Q190585|Q784001,Island Records|Moshi Moshi Records,Q2272493|Q6078096,Florence Welch|Isabella Summers,Florence and the Machine,strict,UK001F,London,12666099.0,True,True,True,2000
18,7bu3H8JO7d0UbMoVzbo70s,The Cure,Q484427,25827890,7492117,The Cure,1976.0,Q11366|Q187760|Q485395|Q598929,alternative rock|gothic rock|new wave|post-punk,Punk and new wave|Rock and indie,Q155152|Q165711|Q1998195|Q212699|Q2481499|Q3978140|Q726251,Asylum Records|Elektra|Fiction Records|Geffen Records|Polydor Records|Sire|Suretone Records,Q2662821|Q2738214|Q45175|Q491252|Q525005,Jason Cooper|Reeves Gabrels|Robert Smith|Roger O'Donnell|Simon Gallup,The Cure,strict,UK576F,Crawley,124008.0,True,True,True,1970
19,47zz7sob9NUcODy0BTDvKx,Sade,Q658182,25528819,6060389,Sade,1982.0,Q131272|Q164444|Q217191|Q264289|Q37073|Q45981|Q831354|Q8341,funk|jazz|pop music|rhythm and blues|smooth jazz|soft rock|sophisti-pop|soul,"Other genres|Pop, soul and R&B|Rock and indie",Q216364,Epic Records,Q194187|Q21005593|Q4309945|Q84825957,Andrew Hale|Paul Denman|Sade Adu|Stuart Matthewman,Sade (band),strict,UK001F,London,12666099.0,True,True,True,1980
20,6nS5roXSAGhTGr34W6n7Et,Disclosure,Q1228440,25360907,2482964,Disclosure,2010.0,Q1165777|Q20502|Q5510816|Q874038,UK garage|deep house|future garage|house music,Electronic and dance|Other genres,Q190585|Q21091|Q231694|Q39052841|Q784001,Cherrytree Records|Interscope Records|Island Records|Moshi Moshi Records|PMR Records,,,Disclosure (band),strict,UK001F,London,12666099.0,True,True,True,2010
21,4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,Q269091,23781006,4593372,Tears for Fears,1981.0,Q187760,new wave,Punk and new wave,Q165745|Q216364|Q729590,Epic Records|Fontana Records|Mercury Records,Q3090176|Q3090578|Q554025|Q924035,Curt Smith|Ian Stanley|Manny Elias|Roland Orzabal,Tears for Fears,strict,UK031F,Bath and North East Somerset,200028.0,True,True,True,1980
22,53A0W3U0s8diEn9RhXQhVz,Keane,Q484311,23259577,4211743,Keane,1995.0,Q11366|Q2090023,alternative rock|piano rock,Rock and indie,Q190585,Island Records,Q1046612|Q1046616|Q1139723|Q1207911|Q542186,Dominic Scott|Jesse Quin|Richard Hughes|Tim Rice-Oxley|Tom Chaplin,Keane (band),strict,UK056F,Hastings,187352.0,True,True,True,1990
23,3yY2gUcIsjMr8hjo51PoJ8,The Smiths,Q180598,22515532,8767855,The Smiths,1984.0,Q1190565|Q183504|Q187760|Q598929,indie rock|jangle pop|new wave|post-punk,"Pop, soul and R&B|Punk and new wave|Rock and indie",Q385558|Q843402,Rough Trade|Warner Bros. Records,Q202246|Q317742,Johnny Marr|Morrissey,The Smiths,strict,UK008F,Manchester,3595966.0,True,True,True,1980
24,7EQ0qTo7fWT7DPxmxtSYEc,Bastille,Q689,22166012,5786448,Bastille,2010.0,Q1298934,synth-pop,Electronic and dance,Q203059,Virgin Records,Q15906708|Q17385911|Q65505451|Q65505453,"Chris ""Woody"" Wood|Dan Smith|Kyle Simmons|Will Farquarson",Bastille (band),strict,UK001F,London,12666099.0,True,True,True,2010
25,12Chz98pHFMPJEknJQMWvI,Muse,Q22151,20942571,8949427,,1994.0,Q11366|Q11399|Q20378|Q206159|Q236913|Q49451|Q719927|Q83270,alternative metal|alternative rock|hard rock|progressive rock|psychedelic rock|rock music|space rock|symphonic rock,Metal|Rock and indie,Q843402,Warner Bros. Records,Q190576|Q1984061|Q587031,Chris Wolstenholme|Dominic Howard|Matt Bellamy,Muse (band),strict,UK018F,Exeter,520179.0,True,True,True,1990
26,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,Q2331,20605707,16927470,Led Zeppelin,1968.0,Q11399|Q186472|Q193355|Q56351111|Q83270,blues rock|classic rock|folk rock|hard rock|rock music,Other genres|Rock and indie,Q202440|Q557632|Q632992,Atlantic Records|Decca|Swan Song Records,Q165467|Q190243|Q428223|Q485490,Jimmy Page|John Bonham|John Paul Jones|Robert Plant,Led Zeppelin,strict,UK001F,London,12666099.0,True,True,True,1960
27,3mIj9lX2MWuHmhNCA7LSCW,The 1975,Q2811247,18915018,8582651,The 1975,2002.0,Q11366|Q183504|Q187760|Q837837|Q842324,alternative rock|indie pop|indie rock|new wave|power pop,"Pop, soul and R&B|Punk and new wave|Rock and indie",Q155152|Q231694|Q5281021|Q669127,Dirty Hit|Interscope Records|Polydor Records|Vagrant Records,Q140258682|Q17103606|Q18043937|Q18350142|Q99691953,Adam Hann|George Daniel|Matty Healy|Polly Money|Ross MacDonald,The 1975,strict,UK008F,Manchester,3595966.0,True,True,True,2000
28,7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,Q218255,18330664,4748870,Electric Light Orchestra,1970.0,Q217467|Q3397882|Q484641|Q49451|Q56351111|Q719927|Q7749,art rock|classic rock|pop rock|progressive pop|progressive rock|rock and roll|symphonic rock,"Pop, soul and R&B|Rock and indie",Q1324712|Q1542119|Q183387|Q216364|Q2358400|Q3001888|Q67030918|Q843402,"Columbia Records|Epic Records|Harvest|Legacy Recordings|Sony BMG Music Entertainment, Inc.|United Artists Records|Warner Bros. Records|Warner Records Inc.",,,Electric Light Orchestra,strict,UK002F,Birmingham,3247941.0,True,True,True,1970
29,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,Q47670,18288641,10711277,Black Sabbath,1968.0,Q1133657|Q186170|Q38848|Q83270,doom metal|hard rock|heavy metal music|traditional heavy metal,Metal|Rock and indie,Q13218788|Q1330417|Q1347984|Q165745|Q21077|Q2265719|Q38903|Q843402,I.R.S. Records|Mercury Records|Sanctuary Records|Universal Music Group|Vertigo Records|Virgin EMI Records|Warner Bros. Records|Warner Music Group,Q133151|Q185151|Q202733|Q310752|Q313699,Bill Ward|Geezer Butler|Ozzy Osbourne|Ronnie James Dio|Tony Iommi,Black Sabbath,strict,UK002F,Birmingham,3247941.0,True,True,True,1960
30,1zxDewzd2j1ZdSBGaYcr0y,The Outfield,Q2093178,17941634,893650,The Outfield,1983.0,Q187760|Q484641|Q837837,new wave|pop rock|power pop,"Pop, soul and R&B|Punk and new wave",Q183387,Columbia Records,,,The Outfield,strict,UK001F,London,12666099.0,True,True,True,1980
31,762310PdDnwsDxAQxzQkfX,Depeche Mode,Q482964,17667155,7949283,Depeche Mode,1980.0,Q11366|Q1298934|Q187760|Q325504|Q3840596|Q487965|Q817138,alternative rock|dark wave|electronic rock|electronica|industrial music|new wave|synth-pop,Electronic and dance|Other genres|Punk and new wave|Rock and indie,Q165711|Q183387|Q183412|Q193023|Q203059|Q240804|Q645889,Capitol Records|Columbia Records|EMI|Mute Records|Reprise Records|Sire|Virgin Records,Q312060|Q358567|Q488994|Q491583|Q501296,Alan Wilder|Andrew Fletcher|Dave Gahan|Martin Gore|Simon Le Bon,Depeche Mode,strict,UK001F,London,12666099.0,True,True,True,1980
32,35U9lQaRWSQISxQAB94Meo,America,Q126852,17384987,2286400,America,1970.0,Q186472,folk rock,Other genres,Q193023|Q64485314|Q843402,Capitol Records|Warner Bros. Records|Warner Records,Q2153698|Q2186230|Q3025584,Dan Peek|Dewey Bunnell|Gerry Beckley,America (band),strict,UK001F,London,12666099.0,True,True,True,1970
33,2cGwlqi3k18jFpUyTrsR84,The Verve,Q488916,16374768,3001478,The Verve,1990.0,Q11366|Q206159|Q236913,alternative rock|psychedelic rock|space rock,Rock and indie,Q183412,EMI,Q1480135|Q1618201|Q181664|Q368354|Q924058,Nick McCabe|Peter Salisbury|Richard Ashcroft|Simon Jones|Simon Tong,The Verve,strict,UK008F,Manchester,3595966.0,True,True,True,1990
34,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,Q58381,15134650,3958344,Duran Duran,1978.0,Q11366|Q1298934|Q187760|Q188450|Q25094849|Q325504|Q38848|Q484641|Q49451|Q597240|Q83270,New Romantic|alternative rock|art pop|electronic rock|electropop|hard rock|heavy metal music|new wave|pop rock|progressive rock|synth-pop,"Electronic and dance|Metal|Other genres|Pop, soul and R&B|Punk and new wave|Rock and indie",Q193023|Q216364|Q843402,Capitol Records|Epic Records|Warner Bros. Records,Q2000460|Q2706686|Q3314869|Q436150|Q527834|Q540283|Q723826|Q968955,Andy Taylor|John Taylor|Nick Rhodes|Roger Taylor|Simon Le Bon|Stephen Duffy|Sterling Campbell|Warren Cuccurullo,Duran Duran,strict,UK002F,Birmingham,3247941.0,True,True,True,1970
35,0NKDgy9j66h3DLnN8qu1bB,Eurythmics,Q207706,14843560,2546395,Eurythmics,1980.0,Q187760|Q885561,blue-eyed soul|new wave,"Pop, soul and R&B|Punk and new wave",Q14192383|Q664167,19 Recordings|Arista Records,,,Eurythmics,strict,UK001F,London,12666099.0,True,True,True,1980
36,3e7awlrlDSwF3iM0WBjGMp,Little Mix,Q158419,14779473,12405563,Little Mix,2011.0,Q850412,contemporary R&B,"Pop, soul and R&B",Q183387,Columbia Records,Q16126719|Q19750540|Q19750811|Q25939080,Jade Thirlwall|Jesy Nelson|Leigh Anne Pinnock|Perrie Edwards,Little Mix,strict,UK001F,London,12666099.0,True,True,True,2010
37,3RGLhK1IP9jnYFH4BRFJBS,The Clash,Q125603,14589467,3508323,The Clash,1976.0,Q187760|Q3071|Q54365|Q598929|Q9794,new wave|post-punk|punk rock|reggae|ska,Other genres|Punk and new wave,Q183387|Q330629,Columbia Records|Sony Music,Q1389464|Q310052|Q357310|Q449804|Q466088|Q540440,Joe Strummer|Keith Levene|Mick Jones|Paul Simonon|Terry Chimes|Topper Headon,The Clash,strict,UK001F,London,12666099.0,True,True,True,1970
38,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,Q953918,14381934,6882187,Mumford & Sons,2007.0,Q11399|Q186472|Q43343|Q83440,country music|folk music|folk rock|rock music,Other genres|Rock and indie,Q190585|Q3771894|Q38903,Glassnote Records|Island Records|Universal Music Group,Q25554,Marcus Mumford,Mumford & Sons,strict,UK001F,London,12666099.0,True,True,True,2000
39,7MhMgCo0Bl0Kukl93PZbYS,Blur,Q485820,14009757,4274924,Blur,1988.0,Q11366|Q1507298|Q183504|Q189045|Q217467|Q25094849|Q484641,Britpop|alternative rock|art pop|art rock|indie rock|lo-fi music|pop rock,"Other genres|Pop, soul and R&B|Rock and indie",Q183412|Q203059|Q208909|Q2511544|Q5465369|Q64485314,EMI|Food Records|Parlophone|SBK Records|Virgin Records|Warner Records,Q1138490|Q1190550|Q272069|Q335184,Alex James|Dave Rowntree|Graham Coxon,Blur (band),strict,UK001F,London,12666099.0,True,True,True,1980
40,1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,Q494784,13707032,7131475,Bring Me the Horizon,2004.0,Q170611|Q183862|Q20378|Q377910|Q475221|Q484641,alternative metal|deathcore|metalcore|pop rock|post-hardcore|techno,"Electronic and dance|Metal|Pop, soul and R&B|Punk and new wave",Q183387|Q202585|Q2093972|Q56760250|Q726153|Q796316|Q838544,BMG Rights Management|Columbia Records|Earache Records|Epitaph Records|RCA Records|Sony Music|Visible Noise,Q27049904|Q51944723|Q60529346|Q927877,Lee Malia|Matt Kean|Matt Nicholls|Oliver Sykes,Bring Me the Horizon,strict,UK010F,Sheffield,1217504.0,True,True,True,2000
41,3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,Q188407,13274460,3465980,Snow Patrol,1994.0,Q11366,alternative rock,Rock and indie,Q2481499,Fiction Records,Q1702360|Q2883752|Q3072339|Q6768780|Q6968983|Q705424|Q7817591,Gary Lightbody|Johnny McDaid|Jonny Quinn|Mark McClelland|Nathan Connolly|Paul Wilson|Tom Simpson,Snow Patrol,strict,UK550F,Dundee City,264690.0,True,True,True,1990
42,0uq5PttqEjj3IH1bzwcrXF,Spice Girls,Q55641,12877807,4560204,Spice Girls,1994.0,Q211756|Q37073|Q517415|Q641066|Q739138,Europop|dance-pop|girl group|pop music|teen pop,"Other genres|Pop, soul and R&B",Q183412|Q203059,EMI|Virgin Records,Q151830|Q19810|Q19845|Q219878|Q236005,Emma Bunton|Geri Halliwell|Melanie Brown|Melanie C|Victoria Beckham,Spice Girls,strict,UK001F,London,12666099.0,True,True,True,1990
43,3ICflSq6ZgYAIrm2CTkfVP,The Animals,Q131422,12324330,2812173,The Animals,1962.0,Q193355|Q206159|Q45981|Q83270|Q918542,British blues|blues rock|hard rock|psychedelic rock|rhythm and blues,"Other genres|Pop, soul and R&B|Rock and indie",Q183387|Q1881437|Q202440|Q2265719|Q3177785|Q5086379|Q557632|Q585643,Atco Records|Atlantic Records|Charly Records|Columbia Records|Decca|I.R.S. Records|Jet Records|MGM Records,Q2025080|Q2383951|Q2507186|Q2702135|Q3182708|Q3503791|Q44648|Q449525|Q510991|Q5220610,Alan Price|Barry Jenkins|Chas Chandler|Danny McCulloch|Dave Rowberry|Eric Burdon|Hilton Valentine|John Steel|John Weider|Vic Briggs,The Animals,strict,UK013F,Newcastle,1221203.0,True,True,True,1960
44,4WN5naL3ofxrVBgFpguzKo,Rudimental,Q50971,11737472,1462225,Rudimental,2010.0,Q188994,drum and bass,Electronic and dance,Q17985937|Q1998195|Q202440,Asylum Records|Atlantic Records|Black Butter Records,,,Rudimental,strict,UK001F,London,12666099.0,True,True,True,2010
45,5T4UKHhr4HGIC0VzdZQtAE,Faithless,Q542071,11726956,796754,Faithless,1995.0,Q170611|Q20502|Q205560,house music|techno|trip hop,Electronic and dance,Q56760250,Sony Music,,,Faithless,strict,UK001F,London,12666099.0,True,True,True,1990
46,5EehXjjMktLuJmbRsM7YfB,Disciples,Q24025201,11691137,299331,Disciples,2013.0,Q874038,deep house,Other genres,Q208909,Parlophone,,,Disciples (production team),strict,UK001F,London,12666099.0,True,True,True,2010
47,59oA5WbbQvomJz2BuRG071,Jungle,Q17405943,11614048,1886516,Jungle,,Q11399|Q3071|Q325504|Q484641,electronic rock|pop rock|punk rock|rock music,"Electronic and dance|Pop, soul and R&B|Punk and new wave|Rock and indie",Q1123947,XL Recordings,,,Jungle (band),strict,UK001F,London,12666099.0,True,True,False,
48,5jTtGLk1mGFMY5lQOvJYUj,bôa,Q285481,11444869,1380058,Bôa,1993.0,Q11366|Q183504,alternative rock|indie rock,Rock and indie,Q3395828,Polystar,,,Bôa,strict,UK001F,London,12666099.0,True,True,True,1990
49,3cniTumSiUysiPWXapGx1i,Cutting Crew,Q977526,10972839,628518,Cutting Crew,1985.0,Q484641,pop rock,"Pop, soul and R&B",Q203059,Virgin Records,Q5627602,Nick Van Eede,Cutting Crew,strict,UK001F,London,12666099.0,True,True,True,1980
50,0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,Q173180,10807735,3218082,Franz Ferdinand,2002.0,Q183504|Q3071,indie rock|punk rock,Punk and new wave|Rock and indie,Q1238400,Domino Recording Company,Q110542703|Q20744539|Q2653151|Q3505639|Q458625|Q47202577|Q728573,Alex Kapranos|Audrey Tait|Dino Bardot|Miaoux Miaoux|Nick McCarthy|Paul Thomson|Robert Hardy,Franz Ferdinand (band),strict,UK004F,Glasgow,1895840.0,True,True,True,2000
51,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,Q182890,10792689,6056540,Def Leppard,1977.0,Q83270,hard rock,Rock and indie,Q165745|Q190585|Q27037164,Island Records|Mercury Records|earMUSIC,Q10699937|Q1143956|Q1336388|Q323356|Q366758|Q367617|Q511488|Q541573,Joe Elliott|Pete Willis|Phil Collen|Rick Allen|Rick Savage|Steve Clark|Tony Kenning|Vivian Campbell,Def Leppard,strict,UK010F,Sheffield,1217504.0,True,True,True,1970
52,2ycnb8Er79LoH2AsR5ldjh,Pet Shop Boys,Q485625,10634217,2426999,Pet Shop Boys,1981.0,Q1298934|Q187760|Q20502|Q2187392|Q25094849|Q264289|Q851213,alternative dance|art pop|electronic dance music|house music|new wave|sophisti-pop|synth-pop,"Electronic and dance|Other genres|Pop, soul and R&B|Punk and new wave",Q208909|Q56404384,Parlophone|Rhino,Q336278|Q433587,Chris Lowe|Neil Tennant,Pet Shop Boys,strict,UK001F,London,12666099.0,True,True,True,1980
53,6waa8mKu91GjzD4NlONlNJ,The Hollies,Q282925,10112715,1450461,The Hollies,1962.0,Q11399|Q546264,beat music|rock music,Rock and indie,Q193023|Q208909|Q216364,Capitol Records|Epic Records|Parlophone,,,The Hollies,strict,UK008F,Manchester,3595966.0,True,True,True,1960
54,5lpH0xAS4fVfLkACg9DAuM,Wham!,Q744087,10018855,3400543,Wham!,1981.0,Q187760|Q37073|Q885561,blue-eyed soul|new wave|pop music,"Pop, soul and R&B|Punk and new wave",Q183387|Q216364,Columbia Records|Epic Records,Q1195390|Q130311,Andrew Ridgeley|George Michael,Wham!,strict,UK001F,London,12666099.0,True,True,True,1980
55,536BYVgOnRky0xjsPT96zl,Two Door Cinema Club,Q777302,9884423,2655723,Two Door Cinema Club,2007.0,Q183504|Q188450,electropop|indie rock,"Pop, soul and R&B|Rock and indie",Q917561,Kitsuné,,,Two Door Cinema Club,strict,UK012F,Belfast,817574.0,True,True,True,2000
